id,name,tagline,first_brewed,description,image_url,abv,ibu,ebc,srm,ph,ingredients,food_pairing,contributed_by,malts,hops,yeast
183,Nuns With Guns,Dry-Hopped Lager.,11/2012,"A dry-hopped Session Pilsner. At 4.2% this amber-hued lager packs a malty punch with toasty Munich character and a light caramel sweetness. From here, things take a sharp turn towards the hoppy flavour, with some serious US citrus packed classic hops.",https://images.punkapi.com/v2/183.png,4.2,25.0,19.0,9.5,4.4,"Maris Otter Extra Pale, Caramalt, Munich Cascade, Cascade, Centennial, Chinook, Amarillo, Chinook, Amarillo, Cascade Wyeast 2007 - Pilsen Lager™","Falafel and hummus pitta wrap, Bratwurst with spicy relish, Strawberry tart",Sam Mason,"Maris Otter Extra Pale, Caramalt, Munich","Cascade, Cascade, Centennial, Chinook, Amarillo, Chinook, Amarillo, Cascade",Wyeast 2007 - Pilsen Lager™
184,Atlantic IPA Ale,IPA Of Yesteryear.,12/2008,"Like IPA historically would have been. Part of this beer was aged on a fishing boat in an oak cask and released as ""Atlantic IPA"".",https://images.punkapi.com/v2/184.png,8.0,80.0,55.0,13.0,4.4,"Extra Pale, Amber, Crystal First Gold, East Kent Goldings, Fuggles, Bramling Cross, Goldings Safale US-05","Smoked venison sausage, Very mature Cheddar, Fettucine alfredo",Sam Mason,"Extra Pale, Amber, Crystal","First Gold, East Kent Goldings, Fuggles, Bramling Cross, Goldings",Safale US-05
185,Tactical Nuclear Penguin,Uber Imperial Stout.,09/2009,"This beer is about pushing the boundaries, it is about taking innovation in beer to a whole new level. Dark and decadent, plum, treacle and roast coffee are amplified beyond any stout you've had before.",https://images.punkapi.com/v2/185.png,32.0,1157.0,250.0,127.0,4.4,"Extra Pale, Dark Crystal, Chocolate, Roasted Barley Chinook, Galena, Chinook, Galena, Galena, First Gold, Chinook WLP099 - Super High Gravity Ale","Lobster thermidor, Pan fried Foie Gras, Vanilla bean white chocolate",Sam Mason,"Extra Pale, Dark Crystal, Chocolate, Roasted Barley","Chinook, Galena, Chinook, Galena, Galena, First Gold, Chinook",WLP099 - Super High Gravity Ale
186,Jasmine IPA,Floral & Fruity India Pale Ale.,03/2014,"This has big floral aromas backed up with some of our favourite fruity hop flavours. Bitter, bright and refreshing, our Jasmine IPA is a perfect spring beer for drinking outside (under a patio heater, with a pair of gloves on).",https://images.punkapi.com/v2/keg.png,5.8,40.0,35.0,17.5,4.4,"Pale Ale, Munich, Rye, Wheat Motueka, Amarillo, Motueka, Jasmine, Motueka, Jasmine, Amarillo Wyeast 1056 - American Ale™","Chicken satay, Thai fishcakes, Honey and almond sponge cake",Sam Mason,"Pale Ale, Munich, Rye, Wheat","Motueka, Amarillo, Motueka, Jasmine, Motueka, Jasmine, Amarillo",Wyeast 1056 - American Ale™
187,Lichtenstein Pale Ale,Us-Hopped Rye Pale Ale.,01/2013,"Dry-hopped with some of our hop heroes, bringing incredibly fruity aromas of zesty orange, pithy grapefruit, pungent pine and resin, backed up with spicy, toasty malt flavours of toffee, biscuit, rye bread and toast crust.",https://images.punkapi.com/v2/187.png,5.2,50.0,17.0,8.5,4.4,"Extra Pale, Crystal 150, Munich, Rye Centennial, Simcoe, Cascade, Amarillo, Simcoe, Cascade, Amarillo, Simcoe, Cascade, Centennial, Amarillo Wyeast 1056 - American Ale™","Spicy fish tacos, Bacon mac 'n' cheese, Pear crumble",Sam Mason,"Extra Pale, Crystal 150, Munich, Rye","Centennial, Simcoe, Cascade, Amarillo, Simcoe, Cascade, Amarillo, Simcoe, Cascade, Centennial, Amarillo",Wyeast 1056 - American Ale™
188,Paradox Jura,Ubiquitous Imperial Stout.,06/2010,"Paradox. Reloaded. In 2011 we put Paradox into high gear to create an Imperial Stout destined for ageing. Loaded with dark roasted malts for a full bodied, toasted background, an array of bitter, earthy and resinous hops, and brewed with oats for a bold mouthfeel. This beer is the perfect canvas for barrel ageing.",https://images.punkapi.com/v2/188.png,10.0,55.0,300.0,152.0,4.4,"Extra Pale, Caramalt, Munich, Flaked Oats, Dark Crystal, Carafa Special Malt Type 1, Carafa Special Malt Type 3 Columbus, Columbus, Saaz, First Gold Wyeast 1272 - American Ale II™","Smoked cured beef, Smoked aubergine tapenade with rye bread, Beer affogato - 1/3 glass of Paradox with a scoop of vanilla ice cream",Sam Mason,"Extra Pale, Caramalt, Munich, Flaked Oats, Dark Crystal, Carafa Special Malt Type 1, Carafa Special Malt Type 3","Columbus, Columbus, Saaz, First Gold",Wyeast 1272 - American Ale II™
189,AB:11,"Black Barley Wine With Ginger, Raspberries, Chipotle Peppers.",08/2012,"AB:11 is an Imperial Black Barley Wine brewed with ginger, black raspberries and chipotle peppers. A 12.8% rollercoaster of ginger zestiness and chipotle smokiness, all bound together with dark berry tartness and the decadent residual body of a Black Barley Wine.",https://images.punkapi.com/v2/189.png,12.8,70.0,79.0,40.0,4.4,"Extra Pale - Spring Blend, Caramalt, Munich, Amber, Crystal, Carafa Special Malt Type 1 Columbus, Columbus, Saaz, Columbus, Ginger Powder Wyeast 1272 - American Ale II™","Steak taquitos with spicy mole sauce, Herb roasted duck with a fruit sauce, Dark chocolate and chilli flourless cake",Sam Mason,"Extra Pale - Spring Blend, Caramalt, Munich, Amber, Crystal, Carafa Special Malt Type 1","Columbus, Columbus, Saaz, Columbus, Ginger Powder",Wyeast 1272 - American Ale II™
190,Hello My Name is Sonja (w/ Evil Twin),Blueberry Double IPA.,09/2013,"Brewed in collaboration with Jeppe from Evil Twin Brewing (and named after his mum), this Double IPA is big on fruity flavours. Single hopped with Mosaic for lots of tropical, passion fruit and citrus flavours. Loaded with well over 100kg of blueberries, the original was one super fruity hop bomb.",https://images.punkapi.com/v2/190.png,8.3,70.0,30.0,15.0,4.4,"Extra Pale, Caramalt, Wheat Mosaic, Mosaic, Mosaic, Blueberries, Mosaic Wyeast 1272 - American Ale II™","Lamb chops with a blueberry reduction, Cured ham and strong mulled cheddar board, Warm blueberry pie",Ali Skinner,"Extra Pale, Caramalt, Wheat","Mosaic, Mosaic, Mosaic, Blueberries, Mosaic",Wyeast 1272 - American Ale II™
191,Interstellar,2013 Prototype Red Rye IPA.,11/2013,"Interstellar is a Red Rye IPA with spicy rye flavours from the malt and with great all-round spicy, fruity and earthy hop aromas from the use of Willamette and Amarillo.",https://images.punkapi.com/v2/191.png,6.5,55.0,50.0,25.0,4.4,"Extra Pale, Rye, Crystal 150, Dark Crystal, Acidulated Malt Magnum, Willamette, Amarillo, Willamette, Amarillo, Amarillo, Willamette Wyeast 1056 - American Ale™","Oak chip smoked salmon, Sticky spicy barbecue ribs, Scottish tablet",Ali Skinner,"Extra Pale, Rye, Crystal 150, Dark Crystal, Acidulated Malt","Magnum, Willamette, Amarillo, Willamette, Amarillo, Amarillo, Willamette",Wyeast 1056 - American Ale™
192,Punk IPA 2007 - 2010,Post Modern Classic. Spiky. Tropical. Hoppy.,04/2007,"Our flagship beer that kick started the craft beer revolution. This is James and Martin's original take on an American IPA, subverted with punchy New Zealand hops. Layered with new world hops to create an all-out riot of grapefruit, pineapple and lychee before a spiky, mouth-puckering bitter finish.",https://images.punkapi.com/v2/192.png,6.0,60.0,17.0,8.5,4.4,"Extra Pale Ahtanum, Chinook, Crystal, Chinook, Ahtanum, Chinook, Crystal, Motueka Wyeast 1056 - American Ale™","Spicy carne asada with a pico de gallo sauce, Shredded chicken tacos with a mango chilli lime salsa, Cheesecake with a passion fruit swirl sauce",Sam Mason,Extra Pale,"Ahtanum, Chinook, Crystal, Chinook, Ahtanum, Chinook, Crystal, Motueka",Wyeast 1056 - American Ale™
193,Blitz Berliner Weisse,Berliner Fruit Beer.,07/2013,Our sour recipe for all fruit Blitz beers uses a process called kettle souring. In this we steep a bag of malt in the wort to allow the bacteria to grow in it.,https://images.punkapi.com/v2/keg.png,3.0,8.0,9.0,4.5,3.2,"Extra Pale, Wheat Magnum Wyeast 1056 - American Ale™","Grilled salmon with a light lemon sauce, Lobster bisque, Cheesecake with raspberry (or peach/passion fruit) sauce",Ali Skinner,"Extra Pale, Wheat",Magnum,Wyeast 1056 - American Ale™
194,Hardkogt IPA,A Special Double IPA For Our Danish Friends.,06/2010,"Brewed for the beer maniacs in Denmark, this Double IPA quivered with kumquat, kiwi and orange pith all held together with a honeycomb malt body.",https://images.punkapi.com/v2/194.png,7.6,175.0,40.0,20.0,4.4,"Extra Pale, Crystal 150, Caramalt Columbus, Columbus, Centennial, Simcoe, Columbus, Centennial, Simcoe, Columbus, Centennial, Simcoe Wyeast 1272 - American Ale II™","Thick cut salami pieces on tiger bread, Chilli spiced pork pie, Poached pear and blue cheese crumble",Sam Mason,"Extra Pale, Crystal 150, Caramalt","Columbus, Columbus, Centennial, Simcoe, Columbus, Centennial, Simcoe, Columbus, Centennial, Simcoe",Wyeast 1272 - American Ale II™
195,Hello My Name Is Holy Moose,Nordic Berry IPA.,07/2015,"Cloudberry, lingonberry, blueberry and sea buckthorn meld with citrusy hops in an intensely sweet, fruity and floral aroma, with toasty malt notes and tropical fruit bursts. This bitter, resinous IPA follows up with a lemony punch in the mouth - cherry and blueberry sourness takes this pithy pale ale in a new direction before a long, dry finish.",https://images.punkapi.com/v2/195.png,5.5,35.0,25.0,12.5,4.4,"Extra Pale, Carared Citra, Challenger, Centennial, Citra, Citra, Mosaic, Bramling Cross, Centennial, Citra, Bramling Cross, Mosaic, Nelson Sauvin, Simcoe Wyeast 1056 - American Ale™","Warms goats cheese salad, Trifle or chocolate cake",Sam Mason,"Extra Pale, Carared","Citra, Challenger, Centennial, Citra, Citra, Mosaic, Bramling Cross, Centennial, Citra, Bramling Cross, Mosaic, Nelson Sauvin, Simcoe",Wyeast 1056 - American Ale™
196,Catherine's Pony (w/ Beavertown),Imperial Smoked Porter – Beavertown Collab.,12/2012,"An Imperial Smoked Porter with a nose like gooseberries and blueberries, stuffed with coffee, covered in chocolate and toasted on a campfire by the beach, Catherine’s Pony is robust and imposing with a herculean mouthfeel. Rich and smooth with roasted smoky flavours battling for prominence over the assertive bitterness. A satisfying hoppiness rounds off the palate.",https://images.punkapi.com/v2/196.png,8.8,40.0,190.0,95.0,4.5,"Extra Pale, Caramalt, Carafa Special Malt Type 2, Crystal 150, Smoked Warminster Magnum, Cascade, Fuggles, First Gold, Coffee Wyeast 1272 - American Ale II™","Flame grilled steak, Venison and Winter vegetable stew, Maple bacon chocolate cupcakes",Sam Mason,"Extra Pale, Caramalt, Carafa Special Malt Type 2, Crystal 150, Smoked Warminster","Magnum, Cascade, Fuggles, First Gold, Coffee",Wyeast 1272 - American Ale II™
197,Moshi Moshi 15,American Pale Ale Birthday Beer.,11/2013,"A riot of C-hops, with layers of grapefruit, lime zest, pine needles, freshly cut grass, pungent resin, layered up on toasty malt with a touch of caramel sweetness.",https://images.punkapi.com/v2/197.png,5.2,45.0,35.0,17.5,4.4,"Extra Pale, Munich, Crystal 150, Caramalt Columbus, Columbus, Centennial, Columbus, Centennial, Columbus, Centennial, Cascade Wyeast 1056 - American Ale™","Spicy Vietnamese vermicelli salad, Spicy fish tacos with mango chilli, Banana bread",Ali Skinner,"Extra Pale, Munich, Crystal 150, Caramalt","Columbus, Columbus, Centennial, Columbus, Centennial, Columbus, Centennial, Cascade",Wyeast 1056 - American Ale™
198,AB:01,Vanilla Bean Infused Belgian Quad.,02/2010,"Made with the yeast from a bottle of Westvleteren 12, aged with vanilla beans. Only available in 375ml bottles. Limited to 3200 bottles. The first in our Abstrakt series.",https://images.punkapi.com/v2/198.png,10.2,20.0,16.0,8.0,4.1,"Extra Pale, Wheat, Munich Saaz, Saaz, Styrian Goldings Westvleteren 12 (recovered from a bottle)","Baked brown butter lobster, Apple crumble and custard, Coffee carrot cake",Sam Mason,"Extra Pale, Wheat, Munich","Saaz, Saaz, Styrian Goldings",Westvleteren 12 (recovered from a bottle)
199,Alice Porter,Enigmatic Dark Alchemy.,09/2010,"First brewed in 2010, Alice Porter returned as a seasonal in 2015. The beer was originally created and brewed for (real life) Alice Porter’s impending nuptials to the Beer King of Leeds, Matt Gorecki.",https://images.punkapi.com/v2/199.png,5.2,55.0,165.0,82.5,5.2,"Extra Pale, Munich, Crystal 150, Special W, Carafa Special Malt Type 1, Flaked Oats, Torrified Wheat Magnum, First Gold, First Gold, Sorachi Ace Wyeast 1056 - American Ale™","Applewood cheddar bacon beef burger, Roasted garlic camembert, Parmesan truffles",Sam Mason,"Extra Pale, Munich, Crystal 150, Special W, Carafa Special Malt Type 1, Flaked Oats, Torrified Wheat","Magnum, First Gold, First Gold, Sorachi Ace",Wyeast 1056 - American Ale™
200,Double IPA - Russian Doll,Nesting Hop Bomb.,08/2014,"The levels of hops vary throughout the range. We love hops, so all four beers are big, bitter badasses, but by tweaking the amount of each hop used later in the boil and during dry- hopping, we can balance the malty backbone with some unexpected flavours. Simcoe is used in the whirlpool for all four beers, and yet still lends different characters to each.",https://images.punkapi.com/v2/200.png,8.0,85.0,35.0,17.5,5.2,"Extra Pale, Caramalt, Dark Crystal Centennial, Cascade, Citra, Simcoe, Citra, Cascade, Simcoe, Cascade, Centennial, Citra Wyeast 1056 - American Ale™","Strong cheddar fondue, Pork chops with spicy orange marmalade, Rich crème brûlée",Sam Mason,"Extra Pale, Caramalt, Dark Crystal","Centennial, Cascade, Citra, Simcoe, Citra, Cascade, Simcoe, Cascade, Centennial, Citra",Wyeast 1056 - American Ale™
201,Waimea - IPA Is Dead,Single Hop India Pale Ale.,02/2013,"Waimea has a new world flavour, infusing unique fresh crushed citrus aroma and flavour notes into this IPA - think intense fresh tangelo, citrus fruit and pine needle characteristics. There is a huge depth of flavour with astringent gooseberry balanced against the robust malt base.",https://images.punkapi.com/v2/201.png,6.7,70.0,30.0,15.0,4.4,"Extra Pale, Caramalt, Dark Crystal, Munich Waimea, Waimea, Waimea, Waimea Wyeast 1056 - American Ale™","Hot spiced barbecue chicken wings, Orange sesame chicken, Chocolate fondue with fruit",Matt Ball,"Extra Pale, Caramalt, Dark Crystal, Munich","Waimea, Waimea, Waimea, Waimea",Wyeast 1056 - American Ale™
202,Dog C,"Cacao, Coffee Chili Anniversary Stout.",05/2014,"Our anniversary stout was based on AB:04, one of our most sought after beers ever. This beer is slightly different each year, with subtle variations coming into play purely down to environmental and fermentation factors. What doesn't change is the rich dark chocolate, bitter coffee and chilli warmth of this monumental stout.",https://images.punkapi.com/v2/202.png,15.0,90.0,100.0,50.0,4.4,"Extra Pale, Wheat, Flaked Oats, Dark Crystal, Carafa Special Malt Type 1, Carafa Special Malt Type 3, Rye, Honey Chinook, Cascade, Fuggles, Coffee, Fuggles, Coffee Wyeast 1056 - American Ale™","Blackened cajun beef, Blue cheese, Flourless chocolate cheesecake",Sam Mason,"Extra Pale, Wheat, Flaked Oats, Dark Crystal, Carafa Special Malt Type 1, Carafa Special Malt Type 3, Rye, Honey","Chinook, Cascade, Fuggles, Coffee, Fuggles, Coffee",Wyeast 1056 - American Ale™
203,Bitch Please (w/ 3 Floyds),Barley Wine - 3 Floyds Collab.,02/2012,"This limited edition American Barley Wine was brewed in collaboration with 3 Floyds Brewery. This beer had all the warm, boozy and smoky aspects of an Islay Scotch whisky with the sweet malt and devastatingly bitter attributes of a barley wine. Peat smoke features prominently, backed up with a complex fruity hop profile.",https://images.punkapi.com/v2/203.png,11.5,50.0,38.0,19.0,4.4,"Extra Pale, Pinhead Oats, Carahell, CaraAroma, Roasted Malt, Peated Malt Green Bullet, Motueka, Pacific Gem, Nelson Sauvin Wyeast 1272 - American Ale II™","Stilton Blue featured cheese platter, Dark bitter chocolate torte, Scotch bonnet beef chilli",Sam Mason,"Extra Pale, Pinhead Oats, Carahell, CaraAroma, Roasted Malt, Peated Malt","Green Bullet, Motueka, Pacific Gem, Nelson Sauvin",Wyeast 1272 - American Ale II™
204,"Cascade, Centennial & Willamette IPA - B-Sides",Pilot Kit IPA.,01/2016,"An experiment in balancing hops on the pilot kit. Grapefruit, orange and resin to the fore.",https://images.punkapi.com/v2/keg.png,6.4,65.0,14.0,7.0,5.2,"Propino Pale Malt, Dextrin Malt, Flaked Oats Centennial, Cascade, Willamette Wyeast 1056 - American Ale™ & Wyeast 1272 - American Ale II™","Cauliflower pakora with mango chutney, Penne with tomato and smoked cheese, Salted caramel ice cream and peanuts",Sam Mason,"Propino Pale Malt, Dextrin Malt, Flaked Oats","Centennial, Cascade, Willamette",Wyeast 1056 - American Ale™ & Wyeast 1272 - American Ale II™
